name,image_url,recipe_keys,recipe_wpp,recipe_cal,recipe_protein,recipe_carbs,recipe_fat,recipe_time,recipe_ratings,num_of_rating,recipe_share_count,recipe_summary
Short Rib Soup (Instant Pot or Stove),https://www.skinnytaste.com/wp-content/uploads/2023/03/Short-Rib-Soup-10-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Pressure Cooker Recipes']",8,206,21,10,9.5,1 hr 35 mins,4.39,13,1896,This Asian-inspired Short Rib Soup with mushrooms and Swiss chard is cozy and hits the spot when you’re craving a comforting soup.
"30-Minute Shrimp, Peas and Rice",https://www.skinnytaste.com/wp-content/uploads/2009/05/Shrimp-Peas-_-Rice-9-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",9,346,28.5,36,8,30 mins,4.88,31,27094,"I love this quick and easy Shrimp, Peas and Rice dish, which can be made with white or brown rice."
"Honey Sriracha Roasted Salmon Rice Bowls (GF, DF)",https://www.skinnytaste.com/wp-content/uploads/2023/02/Honey-Sriracha-Roasted-Salmon-Bowls-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",8,506,38.5,48,17.5,30 mins,4.88,33,5078,"Honey and sriracha make a sweet and spicy glaze for bite-sized salmon pieces. Add rice and some veggies, and you have a complete meal in no time!"
Wild Mushroom and Farro Soup,https://www.skinnytaste.com/wp-content/uploads/2023/02/Wild-Mushroom-_-Farro-Soup-3-260x390.jpg,"['Freezer Meals', 'Meal Prep Recipes']",8,331,14,39,13,1 hr 15 mins,4.84,12,1833,"You’ll love this hearty, healthy and filling wild mushroom and farro soup recipe that eats like a meal!"
Cabbage Soup with Chicken and Pork,https://www.skinnytaste.com/wp-content/uploads/2009/02/Cabbage-Soup-with-Chicken-and-Pork-6-260x390.jpg,"['Freezer Meals', 'Gluten Free', 'Low Carb']",4,217,26.5,13,5,1 hr 10 mins,5,10,1862,"This hearty cabbage soup with chicken, pork and lots of vegetables  is a simple one pot meal. Great comfort food for a cold winter night and loaded with veggies!"
"Spicy Gochujang Tofu Bowl (Vegan, Gluten-Free)",https://www.skinnytaste.com/wp-content/uploads/2023/02/Spicy-Gochujang-Tofu-Bowls-6-260x390.jpg,"['Dairy Free', 'Meal Prep Recipes', 'Vegetarian Meals']",9,473,26,50,19,25 mins,4.91,21,1742,"If you want to turn a non-tofu lover into a believer, crumble it up. These vegan Spicy Gochujang Tofu Bowls are loaded with protein, veggies, and tons of flavor!"
Air Fryer Salmon with Maple Soy Glaze (5 Ingredients),https://www.skinnytaste.com/wp-content/uploads/2019/08/Air-Fryer-Salmon-with-Maple-Soy-Glaze-7-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",3,292,35,12,11,33 mins,4.91,133,28434,Air Fryer Salmon with Maple Soy Glaze is a quick and easy way to cook salmon with just five ingredients! Delicious and cooks in under 10 minutes!
Chicken Divan,https://www.skinnytaste.com/wp-content/uploads/2010/12/Lightened-Up-Chicken-Divan-8-260x390.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly']",5,387,42,22,14.5,1 hr 15 mins,4.85,63,17641,A healthier Chicken Divan made from scratch with layers of tender chicken breast and broccoli in a creamy sauce topped with golden crumbs. 
Air Fryer Breaded Cubed Steak,https://www.skinnytaste.com/wp-content/uploads/2023/02/Air-Fryer-Breaded-Cubed-Steak-11-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Under 30 Minutes']",6,328,33,15.5,14,25 mins,4.94,15,3057,"This breaded cubed steak recipe (bistec empanizado) is a Puerto Rican staple, and making it in the air fryer is easy and healthier!"
Chicken Tenders Parmesan,https://www.skinnytaste.com/wp-content/uploads/2023/02/Chicken-Fingers-Parmesan-Casserole-10-260x390.jpg,['Kid Friendly'],6,376,45,19,12.5,35 mins,5,25,9356,"Quick and easy to prepare, this Baked Chicken Tenderloin Parmesan is a family-friendly weeknight dish, prepared with just a handful of simple ingredients. One of my all-time favorite chicken tenderloin recipes!"
Perfect Filet Mignon for Two,https://www.skinnytaste.com/wp-content/uploads/2015/02/filet-mignon-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Whole30 Recipes']",6,246,36,,11,20 mins,4.88,70,10739,"Want to know how to cook filet mignon? Use this easy foolproof recipe for Perfect Filet Mignon, great for date night! "
High Protein Egg White Muffins with Turkey Bacon,https://www.skinnytaste.com/wp-content/uploads/2023/02/Egg-White-Muffins-with-Turkey-Bacon-Cottage-Cheese-and-Veggies-8-260x390.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes']",2,144,20,4.5,4.5,50 mins,4.84,30,4577,"Meal prep these delicious, high-protein Egg White Muffins with turkey bacon, cottage cheese, and veggies for a quick breakfast on the go!"
Buffalo Chicken Dip,https://www.skinnytaste.com/wp-content/uploads/2010/02/Slow-Cooker-Buffalo-Chicken-Dip-5-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Slow Cooker Recipes', 'Under 30 Minutes']",3,121,15,4.5,6.5,40 mins,4.98,40,20281,"Buffalo Chicken Dip has everything you love about buffalo wings, only made into a dip – no messy hands! Make it in the slow cooker or use a rotisserie chicken!"
Chocolate Brownie Date Balls,https://www.skinnytaste.com/wp-content/uploads/2023/02/Chocolate-Brownie-Date-Balls-8-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",5,153,2.5,26,6.5,15 mins,5,27,29292,"These healthy Chocolate Brownie Date Balls are perfect when you need a sweet chocolate fix! It’s crazy how much they taste like a fudgy, decadent brownie."
Baked Buffalo Chicken Jalapeño Poppers,https://www.skinnytaste.com/wp-content/uploads/2014/01/Baked-Buffalo-Chicken-Jalapeno-Poppers-11-260x390.jpg,['Gluten Free'],3,92,7,5,5,45 mins,5,7,5527,I love jalapeño poppers AND buffalo chicken so I decided to combine them both and really spice things up!
"Buffalo Chicken Lettuce Wraps (Slow Cooker, Instant Pot)",https://www.skinnytaste.com/wp-content/uploads/2012/04/Crockpot-Buffalo-Chicken-Lettuce-Wraps-3-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Paleo', 'Pressure Cooker Recipes', 'Slow Cooker Recipes', 'Whole30 Recipes']",0,147.5,25,5.2,0.1,4 hrs,4.58,35,29239,"Buffalo Chicken Lettuce Wraps are delicious and low-carb, topped with shredded carrots, celery and my homemade light blue cheese dressing."
"Loaded Nachos with Ground Turkey, Beans and Cheese",https://www.skinnytaste.com/wp-content/uploads/2010/05/Skinny-Loaded-Nachos-6-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",9,386,28,45,17.5,25 mins,5,19,7722,"These Loaded Nachos with Turkey, Beans and Cheese are made with baked tortilla chips, lean ground turkey, black bean dip, cheese and pico de gallo."
Air Fryer Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Egg-Salad-4-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",4,237,12.5,1,20,20 mins,5,3,2990,"The air fryer is not a way you would think to make egg salad, but that’s how I do it! It’s so easy to hard boil eggs in the air fryer – you don’t even have to add water, so cleanup is a breeze."
Stuffed Buffalo Chicken Breasts,https://www.skinnytaste.com/wp-content/uploads/2012/07/Stuffed-Buffalo-Chicken-Breasts-6-260x390.jpg,"['Freezer Meals', 'Gluten Free']",4,172,22,5,5,45 mins,4.86,27,2972,"Buffalo Chicken breast stuffed with cheese, shredded carrots and minced celery, then rolled, breaded, baked and drizzled with hot sauce. Sound enticing? It should be, this is good stuff!"
5-Minute Microwave Salmon Rice Bowl with Bok Choy,https://www.skinnytaste.com/wp-content/uploads/2023/02/5-Minute-Glazed-Salmon-Rice-Bowl-13-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",5,533,48.5,51,18,6 mins,5,4,2810,"If you don’t have time to cook, you’ll love this 5-minute Salmon Rice Bowl with Bok Choy made in the microwave!"
Pasta Fagioli (Pasta and Beans),https://www.skinnytaste.com/wp-content/uploads/2008/12/Pasta-Fagioli-5-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",4,262.5,10,46,4,35 mins,4.91,86,17811,"Italian Pasta Fagioli (Pasta and Beans) is a great tasting, hearty, vegetarian pasta and bean soup – the perfect vegetarian dinner for a cold night."
Buffalo Chicken Meatballs,https://www.skinnytaste.com/wp-content/uploads/2015/01/SkinnyChickenBuffaloMeatballs-260x390.jpg,"['Kid Friendly', 'Low Carb', 'Under 30 Minutes']",1,37,4,1,2,35 mins,4.90,47,24529,"Perfect for football season! Baked chicken meatballs with minced celery and carrots hidden inside, topped with hot sauce, and homemade blue cheese dressing – yum!"
Raw Beet Salad with Apples and Carrots,https://www.skinnytaste.com/wp-content/uploads/2023/02/Raw-Beet-Salad-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,112,1,13,7,10 mins,5,20,4745,"Crunchy, bright and sweet, the healthy Raw Beet Salad with Apples and Carrots is a delicious way to eat beets!"
Teriyaki Shrimp Quinoa Bowls with Mango-Cucumber Salsa,https://www.skinnytaste.com/wp-content/uploads/2023/01/Teriyaki-Shrimp-Quinoa-Bowls-with-Mango-Cucumber-Salsa-5-260x390.jpg,"['Dairy Free', 'Gluten Free']",6,352,24,44.5,10,40 mins,5,16,2911,"These fresh and delicious Teriyaki Shrimp Quinoa Bowls seasoned with honey, ginger, and soy sauce are topped with avocado and a Cucumber Salsa."
Black Beans and Rice,https://www.skinnytaste.com/wp-content/uploads/2023/01/Rice-and-Black-Beans-5-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",6,236,6.5,46.5,2,50 mins,5,25,3513,"This quick and easy recipe for Black Beans and Rice is delicious! Made with sofrito, canned black beans and long-grain rice. "
Tortilla Encrusted Chicken Tenders,https://www.skinnytaste.com/wp-content/uploads/2016/10/Tortilla-Encrusted-Chicken-Tenders-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",4,331,34,22,11,25 mins,5,15,6183,"These baked chicken tenders are coated with seasoned crushed tortilla chips, baked until golden and served with salsa. An easy, weeknight chicken dish, great for the kids, or even adults!"
Air Fryer Breakfast Banana Split,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Breakfast-Banana-Split-5-260x390.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Under 30 Minutes']",5,286,15,41,9,7 mins,4.93,14,1010,"If you need a quick and healthy breakfast, you’ll love this six-minute Air Fryer Breakfast Banana Split! "
Red Thai Coconut Curry Shrimp,https://www.skinnytaste.com/wp-content/uploads/2023/01/Thai-Coconut-Curry-Shrimp-8-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb', 'Paleo']",2,136,16,5,5,15 mins,4.80,45,11041,"If you love Thai food, you'll love this easy Red Thai Coconut Curry Shrimp, the perfect balance of sweet, spicy and savory flavors! "
Ground Turkey Skillet with Sweet Potatoes and Black Bean,https://www.skinnytaste.com/wp-content/uploads/2023/01/Ground-Turkey-Skillet-with-Sweet-Potatoes-and-Black-Beans-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Meal Prep Recipes']",8,394,28,41,14.5,30 mins,4.95,76,5849,"This quick and easy Ground Turkey Skillet with sweet potatoes, black beans, corn, and tomatoes is perfect for meal prep. So filling and flavorful!"
Avgolemono Chicken and Rice Soup,https://www.skinnytaste.com/wp-content/uploads/2023/01/Avgolemono-Soup-8-1-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,265,27.5,21.5,6.5,55 mins,4.96,68,4765,"You'll love this delicious, silky Greek Avgolemono soup filled with chicken, rice and dill with a lemon-egg sauce. Delish!"
Broccoli Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Broccoli-Salad-7-260x390.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes']",5,171,6.5,11,11.5,15 mins,5,24,6858,"Delicious Broccoli Salad recipe made with bacon, sunflower seeds, red onion, and goat cheese mixed with a creamy Greek yogurt-mayo sauce. So good!! "
Braised Kale with Pancetta,https://www.skinnytaste.com/wp-content/uploads/2022/12/Braised-Kale-with-Pancetta-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Whole30 Recipes']",2,115,6.5,12,5.5,40 mins,0,0,703,"Braised Kale with Pancetta, garlic, and onion, a healthy side dish to pair with any protein, is a tasty way to eat your greens! "
White Bean Scampi with Linguine,https://www.skinnytaste.com/wp-content/uploads/2023/01/Vegetarian-Cannellini-Scampi-with-Linguine-6-260x390.jpg,"['Dairy Free', 'Under 30 Minutes', 'Vegetarian Meals']",8,571,26.5,93,9.5,25 mins,4.80,20,4231,This white bean scampi served over whole-wheat linguine provides a lighter vegetarian alternative to shrimp scampi.
Borscht,https://www.skinnytaste.com/wp-content/uploads/2023/01/Borscht-8-260x390.jpg,"['Gluten Free', 'Vegetarian Meals']",4,167,4.5,28,5,45 mins,5,10,885,"Enjoy a bowl of this vegetarian borscht soup with a big hunk of rye bread and butter or a nice, green salad on the side."
Zoats or Zucchini Oats,https://www.skinnytaste.com/wp-content/uploads/2023/01/Zucchini-Oats-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",4,441,24,63,12.5,10 mins,4.67,18,1662,"I snuck 1 cup of zucchini into my morning oats (think zucchini bread) along with a ripe banana to sweeten them naturally and loved how these Zoats or Zucchini Oats turned out for a high-fiber, healthy breakfast. "
Chicken Stuffed Peppers with White Beans,https://www.skinnytaste.com/wp-content/uploads/2010/08/Chicken-and-White-Bean-Stuffed-Peppers-5-260x390.jpg,"['Freezer Meals', 'Gluten Free']",2,304,30,35,6,45 mins,4.96,22,5495,These easy Chicken Stuffed Peppers with White Beans are a great way to use up leftover chicken breasts for dinner!
Perfect Air Fryer Shrimp,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Shrimp-4-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Low Carb', 'Under 30 Minutes']",2,163,19.5,2,8,10 mins,4.88,39,40797,"When I want to whip up a quick dinner on busy weeknights, I love making this easy Air Fryer Shrimp that comes out perfectly every time. "
Skillet French Onion Chicken,https://www.skinnytaste.com/wp-content/uploads/2023/01/French-Onion-Skillet-Chicken-3-260x390.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb']",6,335,33.5,16.5,14.5,1 hr,4.91,136,15844,"If you love caramelized onions and melted cheese, you will love this Skillet French Onion Chicken, a great way to jazz up chicken breasts!"
Juicy Oven Baked Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2022/01/Baked-Chicken-Breast-with-Panko-Parmesan-Crumb-Topping-6-1-260x390.jpg,"['Gluten Free', 'Kid Friendly']",3,271,40,5,9,1 hr 35 mins,4.81,68,13743,"Perfect, juicy Baked Chicken Breast topped with crispy panko-parmesan crumbs – flavorful and delicious!"
Salmon Caesar Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Salmon-Caesar-Salad-5-260x390.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes']",5,364,42,6.5,20,30 mins,4.95,18,3244,This classic Caesar salad without the croutons is topped with pan-seared salmon and the best Caesar dressing. High in protein and omega-3s!
Spicy Hearts of Palm Noodle Stir Fry with Ground Chicken,https://www.skinnytaste.com/wp-content/uploads/2022/12/Sambal-Spicy-Noodles-with-Turkey-8-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",7,275,26,16.5,12,20 mins,4.77,38,3777,"This quick and easy, Spicy Hearts of Palm Noodle Stir Fry with Chicken is made with ground chicken, ginger, sesame oil, hoisin sauce, and sambal oelek – under 15 minutes!"
Buffalo Chicken Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2022/12/Buffalo-Chicken-Meal-Prep-Bowls-8-260x390.jpg,"['Meal Prep Recipes', 'Under 30 Minutes']",6,485,49.5,47.5,9.5,30 mins,4.86,67,54003,"Delicious high protein Buffalo Chicken Rice Bowls are made with chicken breast, black beans, brown rice, cheese and smothered in hot sauce. Perfect for meal prep!"
Top 25 Most Popular Healthy Recipes of 2022,https://www.skinnytaste.com/wp-content/uploads/2022/12/TOP-2022-copy-260x390.jpg,['Air Fryer Recipes'],,,,,,,0,0,6506,
Skinnytaste and Home Chef,https://www.skinnytaste.com/wp-content/uploads/2022/12/ORG_IG_FB_ChickenParm-260x390.jpg,[],,,,,,,0,0,,
Breaded Shrimp,https://www.skinnytaste.com/wp-content/uploads/2011/08/Healthy-Breaded-27Fried27-Shrimp-260x367.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",2,149,20,10,3,25 mins,5,4,1718,"Delicious and healthy baked breaded shrimp, coated with seasoned breadcrumbs, panko and grated cheese, then baked until golden."
Whipped Feta Dip,https://www.skinnytaste.com/wp-content/uploads/2022/12/Whipped-Feta-4-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",6,155,7.5,2.5,13,15 mins,4.91,10,7203,"This Whipped Feta Dip combines feta cheese, Greek yogurt, lemon, and dill to create a tasty and simple appetizer."
Spinach Dip Stuffed Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2022/12/Spinach-Dip-Stuffed-Mushrooms-4-260x390.jpg,"['Gluten Free', 'Vegetarian Meals']",4,105,7,5,7,40 mins,5,5,3549,"If you love Spinach Dip and Stuffed Mushrooms, you'll love these easy Spinach Dip Stuffed Mushrooms, a delicious hot appetizer! "
Breakfast Strata with Sausage and Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2011/12/Breakfast-Sausage-and-Mushroom-Strata-5-260x390.jpg,[],7,289,24.3,18.2,12.4,1 hr,5,13,3278,"Breakfast Strata with Sausage and Mushrooms is a delicious make-ahead breakfast casserole made with day old bread, eggs, cheese, sausage and mushrooms."
Slow Cooker Steel Cut Oats,https://www.skinnytaste.com/wp-content/uploads/2022/12/Slow-Cooker-Steel-Cut-Oats-4-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Slow Cooker Recipes', 'Vegetarian Meals']",6,302,9,50.5,8,2 hrs 5 mins,4.91,11,3235,"Slow Cooker Steel Cut Oats made with quick steel cut oats, berries, bananas, maple syrup, and nuts are an easy, high-fiber breakfast!"
